booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-18173,G-4441,2025-12-04,2026-01-01,2026-01-04,RT_SQ,RC_RACK,CH_CORP,Leisure,Checked-Out,450,1,1,1
RES-18942,G-2039,2025-11-15,2026-01-01,2026-01-05,RT_DK,RC_PROMO,CH_WALK,Leisure,Cancelled,0,1,2,1
RES-19003,G-2878,2025-12-26,2026-01-01,2026-01-02,RT_SQ,RC_RACK,CH_GDS,Wholesale,Cancelled,0,1,1,1
RES-19049,G-1573,2025-12-31,2026-01-01,2026-01-02,RT_SQ,RC_CORP,CH_WALK,Business,Checked-Out,120,1,2,0
RES-19071,G-1985,2025-10-19,2026-01-01,2026-01-07,RT_OV,RC_PROMO,CH_OTA,Leisure,Checked-Out,1470,1,1,1
RES-19150,G-2971,2025-10-25,2026-01-01,2026-01-05,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,420,1,2,1
RES-19200,G-4271,2025-10-04,2026-01-01,2026-01-08,RT_SUI,RC_PROMO,CH_OTA,Leisure,Checked-Out,2205,1,2,0
RES-19441,G-1069,2025-12-03,2026-01-01,2026-01-05,RT_OV,RC_AAA,CH_WALK,Transient,Checked-Out,1260,1,2,0
RES-19701,G-1100,2025-12-27,2026-01-01,2026-01-02,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,1,1
RES-19775,G-4438,2025-12-14,2026-01-01,2026-01-08,RT_SUI,RC_RACK,CH_CORP,Leisure,Checked-Out,3150,1,2,1
RES-19935,G-1236,2025-12-28,2026-01-01,2026-01-02,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,280,1,1,1
RES-10225,G-4906,2025-12-10,2025-12-31,2026-01-04,RT_DK,RC_CORP,CH_DIR,Transient,Confirmed,800,1,1,1
RES-10228,G-2191,2025-12-30,2025-12-31,2026-01-01,RT_SQ,RC_CORP,CH_DIR,Business,Cancelled,0,1,1,0
RES-10320,G-4577,2025-12-19,2025-12-31,2026-01-04,RT_OV,RC_CORP,CH_DIR,Transient,Checked-Out,1120,1,2,0
RES-10773,G-1125,2025-12-09,2025-12-31,2026-01-02,RT_SQ,RC_PROMO,CH_CORP,Transient,Checked-Out,210,1,1,1
RES-10874,G-3048,2025-12-26,2025-12-31,2026-01-02,RT_DK,RC_PROMO,CH_WALK,Group,Confirmed,350,1,2,0
RES-10992,G-2312,2025-12-04,2025-12-31,2026-01-07,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,735,1,2,0
RES-11325,G-4280,2025-12-25,2025-12-31,2026-01-02,RT_SUI,RC_CORP,CH_OTA,Business,Checked-Out,720,1,1,0
RES-11995,G-2567,2025-12-18,2025-12-31,2026-01-03,RT_OV,RC_RACK,CH_CORP,Group,Checked-Out,1050,1,1,0
RES-12243,G-3180,2025-12-26,2025-12-31,2026-01-01,RT_OV,RC_CORP,CH_OTA,Business,Cancelled,0,1,2,0
RES-12374,G-2009,2025-12-29,2025-12-31,2026-01-01,RT_DK,RC_RACK,CH_WALK,Business,Checked-Out,250,1,1,0
RES-12463,G-4885,2025-12-29,2025-12-31,2026-01-01,RT_DK,RC_RACK,CH_CORP,Business,Checked-Out,250,1,2,1
RES-12714,G-3003,2025-12-23,2025-12-31,2026-01-02,RT_SQ,RC_PROMO,CH_DIR,Transient,No-Show,0,1,2,1
RES-12850,G-1253,2025-10-21,2025-12-31,2026-01-07,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,2205,1,2,0
RES-13509,G-4425,2025-10-19,2025-12-31,2026-01-06,RT_SQ,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-13668,G-2012,2025-11-30,2025-12-31,2026-01-07,RT_SUI,RC_RACK,CH_GDS,Leisure,Checked-Out,3150,1,1,0
RES-13678,G-2594,2025-12-24,2025-12-31,2026-01-03,RT_SUI,RC_NONREF,CH_GDS,Transient,Confirmed,1147.5,1,2,0
RES-13890,G-3524,2025-12-30,2025-12-31,2026-01-01,RT_OV,RC_CORP,CH_OTA,Business,Checked-Out,280,1,1,0
RES-14122,G-2935,2025-11-20,2025-12-31,2026-01-05,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,525,1,2,1
RES-14141,G-3968,2025-12-04,2025-12-31,2026-01-03,RT_SQ,RC_RACK,CH_DIR,Transient,Checked-Out,450,1,1,1
RES-14164,G-3242,2025-12-30,2025-12-31,2026-01-01,RT_SUI,RC_CORP,CH_OTA,Business,No-Show,0,1,1,0
RES-14487,G-4336,2025-12-31,2025-12-31,2026-01-01,RT_SQ,RC_RACK,CH_OTA,Business,Confirmed,150,1,2,1
RES-14501,G-4756,2025-12-26,2025-12-31,2026-01-03,RT_DK,RC_CORP,CH_WALK,Transient,Checked-Out,600,1,1,1
RES-15164,G-2982,2025-12-15,2025-12-31,2026-01-02,RT_SQ,RC_RACK,CH_CORP,Wholesale,Confirmed,300,1,2,1
RES-15313,G-1174,2025-11-07,2025-12-31,2026-01-03,RT_OV,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,2,0
RES-15670,G-4641,2025-12-25,2025-12-31,2026-01-02,RT_SUI,RC_CORP,CH_OTA,Business,Checked-Out,720,1,2,0
RES-16028,G-1582,2025-11-23,2025-12-31,2026-01-07,RT_DK,RC_RACK,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-16096,G-4037,2025-10-05,2025-12-31,2026-01-03,RT_SUI,RC_PROMO,CH_CORP,Leisure,Checked-Out,945,1,2,0
RES-16350,G-4116,2025-12-10,2025-12-31,2026-01-03,RT_OV,RC_PROMO,CH_DIR,Group,Cancelled,0,1,2,1
RES-16449,G-4542,2025-10-26,2025-12-31,2026-01-05,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,525,1,1,0
RES-16516,G-4915,2025-10-16,2025-12-31,2026-01-05,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,875,1,1,1
RES-16732,G-1613,2025-12-04,2025-12-31,2026-01-01,RT_SUI,RC_NONREF,CH_CORP,Transient,Cancelled,0,1,2,1
RES-16970,G-1551,2025-12-05,2025-12-31,2026-01-04,RT_SUI,RC_NONREF,CH_DIR,Transient,Checked-Out,1530,1,2,0
RES-17012,G-4866,2025-12-22,2025-12-31,2026-01-02,RT_OV,RC_RACK,CH_WALK,Wholesale,Checked-Out,700,1,1,1
RES-17377,G-4058,2025-12-13,2025-12-31,2026-01-04,RT_DK,RC_RACK,CH_OTA,Leisure,Cancelled,0,1,2,1
RES-17436,G-3470,2025-12-10,2025-12-31,2026-01-03,RT_DK,RC_AAA,CH_OTA,Group,Checked-Out,675,1,2,1
RES-17927,G-3589,2025-12-27,2025-12-31,2026-01-01,RT_DK,RC_RACK,CH_OTA,Business,Checked-Out,250,1,2,1
RES-18353,G-1220,2025-10-18,2025-12-31,2026-01-03,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,315,1,1,0
RES-18355,G-2942,2025-12-25,2025-12-31,2026-01-01,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,280,1,2,0
RES-18788,G-2622,2025-12-31,2025-12-31,2026-01-01,RT_DK,RC_CORP,CH_OTA,Business,Cancelled,0,1,1,1
RES-19037,G-3121,2025-12-19,2025-12-31,2026-01-03,RT_SQ,RC_RACK,CH_CORP,Transient,Checked-Out,450,1,1,1
RES-19704,G-1572,2025-12-16,2025-12-31,2026-01-01,RT_DK,RC_CORP,CH_DIR,Wholesale,Checked-Out,200,1,2,1
RES-19874,G-4516,2025-12-18,2025-12-31,2026-01-04,RT_SUI,RC_PROMO,CH_GDS,Transient,Checked-Out,1260,1,2,0
RES-10181,G-2635,2025-12-25,2025-12-30,2025-12-31,RT_SQ,RC_CORP,CH_DIR,Business,Checked-Out,120,1,2,1
RES-10240,G-1753,2025-12-24,2025-12-30,2026-01-01,RT_SUI,RC_RACK,CH_CORP,Business,Checked-Out,900,1,2,0
RES-10256,G-1825,2025-12-25,2025-12-30,2026-01-02,RT_SQ,RC_CORP,CH_OTA,Transient,Confirmed,360,1,2,0
RES-10412,G-1455,2025-12-25,2025-12-30,2025-12-31,RT_DK,RC_CORP,CH_OTA,Business,Checked-Out,200,1,1,1
RES-10820,G-4421,2025-12-24,2025-12-30,2025-12-31,RT_SUI,RC_RACK,CH_DIR,Business,Cancelled,0,1,2,0
RES-10973,G-4054,2025-10-15,2025-12-30,2026-01-02,RT_SQ,RC_RACK,CH_OTA,Leisure,Checked-Out,450,1,1,1
RES-11090,G-4533,2025-11-13,2025-12-30,2026-01-06,RT_DK,RC_RACK,CH_CORP,Leisure,Checked-Out,1750,1,2,1
RES-11125,G-3291,2025-11-04,2025-12-30,2026-01-04,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,1225,1,1,0
RES-11141,G-1762,2025-12-25,2025-12-30,2026-01-01,RT_SUI,RC_RACK,CH_DIR,Business,Checked-Out,900,1,1,0
RES-11390,G-2386,2025-12-03,2025-12-30,2026-01-04,RT_OV,RC_PROMO,CH_OTA,Leisure,Checked-Out,1225,1,1,1
RES-12185,G-3147,2025-12-29,2025-12-30,2025-12-31,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,200,1,1,1
RES-12258,G-3020,2025-12-09,2025-12-30,2026-01-02,RT_SQ,RC_RACK,CH_OTA,Transient,Checked-Out,450,1,1,1
RES-12291,G-2184,2025-12-29,2025-12-30,2026-01-01,RT_SQ,RC_CORP,CH_OTA,Business,Cancelled,0,1,1,1
RES-12398,G-4553,2025-12-07,2025-12-30,2026-01-04,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,1575,1,1,0
RES-12677,G-2821,2025-12-15,2025-12-30,2026-01-02,RT_SUI,RC_PROMO,CH_CORP,Transient,Checked-Out,945,1,2,0
RES-12768,G-1011,2025-10-30,2025-12-30,2026-01-02,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,945,1,1,1
RES-12968,G-1743,2025-11-29,2025-12-30,2026-01-02,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,525,1,1,1
RES-13035,G-4897,2025-12-09,2025-12-30,2026-01-01,RT_OV,RC_CORP,CH_GDS,Group,Checked-Out,560,1,2,1
RES-13147,G-1646,2025-10-23,2025-12-30,2026-01-02,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,525,1,1,1
RES-13378,G-1546,2025-12-29,2025-12-30,2026-01-01,RT_SQ,RC_CORP,CH_DIR,Business,Cancelled,0,1,2,0
RES-13772,G-2602,2025-11-14,2025-12-30,2026-01-06,RT_SQ,RC_RACK,CH_WALK,Leisure,Checked-Out,1050,1,2,0
RES-14034,G-3826,2025-12-29,2025-12-30,2026-01-01,RT_OV,RC_RACK,CH_DIR,Business,Checked-Out,700,1,1,0
RES-14276,G-4140,2025-12-27,2025-12-30,2025-12-31,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,2,0
RES-14680,G-2675,2025-12-10,2025-12-30,2025-12-31,RT_SQ,RC_CORP,CH_WALK,Wholesale,Cancelled,0,1,2,1
RES-14970,G-4770,2025-11-20,2025-12-30,2026-01-02,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,525,1,2,1
RES-15292,G-1508,2025-12-02,2025-12-30,2026-01-03,RT_DK,RC_AAA,CH_WALK,Group,Checked-Out,900,1,2,1
RES-15476,G-1207,2025-12-25,2025-12-30,2025-12-31,RT_SQ,RC_CORP,CH_GDS,Business,Checked-Out,120,1,2,1
RES-16155,G-2937,2025-12-14,2025-12-30,2025-12-31,RT_OV,RC_PROMO,CH_WALK,Transient,Checked-Out,245,1,2,1
RES-16168,G-1956,2025-12-03,2025-12-30,2026-01-01,RT_SUI,RC_PROMO,CH_CORP,Transient,Checked-Out,630,1,2,1
RES-16820,G-3967,2025-12-26,2025-12-30,2025-12-31,RT_SQ,RC_RACK,CH_OTA,Business,Cancelled,0,1,1,1
RES-16831,G-1151,2025-12-27,2025-12-30,2026-01-01,RT_DK,RC_CORP,CH_WALK,Business,Checked-Out,400,1,1,1
RES-17154,G-2913,2025-12-29,2025-12-30,2025-12-31,RT_OV,RC_RACK,CH_WALK,Business,Checked-Out,350,1,1,1
RES-17173,G-2475,2025-12-30,2025-12-30,2026-01-01,RT_SQ,RC_CORP,CH_DIR,Business,Checked-Out,240,1,1,1
RES-17749,G-2230,2025-11-19,2025-12-30,2026-01-06,RT_OV,RC_PROMO,CH_OTA,Leisure,Checked-Out,1715,1,2,0
RES-17950,G-1581,2025-12-24,2025-12-30,2025-12-31,RT_OV,RC_CORP,CH_OTA,Business,No-Show,0,1,1,0
RES-18003,G-4267,2025-12-27,2025-12-30,2026-01-01,RT_SUI,RC_CORP,CH_WALK,Business,Cancelled,0,1,1,0
RES-18077,G-4087,2025-12-24,2025-12-30,2025-12-31,RT_DK,RC_NONREF,CH_DIR,Transient,Checked-Out,212.5,1,2,0
RES-18098,G-3313,2025-11-20,2025-12-30,2026-01-05,RT_SUI,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,2,0
RES-18291,G-3156,2025-12-27,2025-12-30,2026-01-01,RT_DK,RC_RACK,CH_GDS,Business,Confirmed,500,1,1,1
RES-18460,G-2638,2025-12-13,2025-12-30,2026-01-02,RT_SQ,RC_RACK,CH_OTA,Leisure,Checked-Out,450,1,2,1
RES-18627,G-2583,2025-12-05,2025-12-30,2025-12-31,RT_SQ,RC_CORP,CH_CORP,Group,Checked-Out,120,1,1,1
RES-18778,G-3331,2025-12-30,2025-12-30,2025-12-31,RT_DK,RC_RACK,CH_GDS,Business,Checked-Out,250,1,2,0
RES-18796,G-2041,2025-12-18,2025-12-30,2026-01-02,RT_SUI,RC_NONREF,CH_WALK,Group,Checked-Out,1147.5,1,2,1
RES-19014,G-3334,2025-12-28,2025-12-30,2026-01-01,RT_SUI,RC_CORP,CH_GDS,Business,Checked-Out,720,1,1,0
RES-19212,G-3713,2025-12-24,2025-12-30,2026-01-01,RT_DK,RC_CORP,CH_DIR,Business,No-Show,0,1,2,0
RES-19361,G-2108,2025-12-11,2025-12-30,2026-01-02,RT_SQ,RC_PROMO,CH_CORP,Transient,Checked-Out,315,1,1,0
RES-19452,G-1755,2025-12-12,2025-12-30,2026-01-01,RT_SQ,RC_CORP,CH_DIR,Transient,Checked-Out,240,1,1,1
RES-19488,G-1595,2025-11-30,2025-12-30,2026-01-04,RT_SQ,RC_RACK,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-19632,G-3718,2025-10-30,2025-12-30,2026-01-04,RT_OV,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,2,1
RES-10262,G-4447,2025-12-09,2025-12-29,2025-12-31,RT_SQ,RC_AAA,CH_GDS,Group,Checked-Out,270,1,1,0
RES-10309,G-4304,2025-11-29,2025-12-29,2026-01-05,RT_OV,RC_PROMO,CH_CORP,Leisure,Cancelled,0,1,2,1
RES-10444,G-3811,2025-12-27,2025-12-29,2025-12-31,RT_SQ,RC_CORP,CH_CORP,Business,Cancelled,0,1,2,0
RES-10587,G-1437,2025-11-09,2025-12-29,2026-01-04,RT_OV,RC_RACK,CH_DIR,Leisure,Checked-Out,2100,1,2,1
RES-10642,G-3947,2025-12-14,2025-12-29,2025-12-30,RT_SUI,RC_RACK,CH_CORP,Transient,Checked-Out,450,1,1,1
RES-11252,G-4874,2025-12-29,2025-12-29,2025-12-30,RT_SUI,RC_CORP,CH_GDS,Business,No-Show,0,1,2,0
RES-11317,G-3679,2025-12-06,2025-12-29,2025-12-30,RT_SQ,RC_NONREF,CH_WALK,Group,Cancelled,0,1,1,0
RES-11544,G-4030,2025-12-27,2025-12-29,2025-12-31,RT_SQ,RC_CORP,CH_OTA,Business,No-Show,0,1,1,0
RES-11581,G-3032,2025-12-13,2025-12-29,2026-01-01,RT_DK,RC_CORP,CH_OTA,Group,Checked-Out,600,1,1,0
RES-11592,G-1265,2025-12-20,2025-12-29,2025-12-31,RT_OV,RC_CORP,CH_OTA,Group,No-Show,0,1,2,0
RES-12041,G-2709,2025-12-18,2025-12-29,2025-12-30,RT_SQ,RC_PROMO,CH_WALK,Transient,Checked-Out,105,1,1,1
RES-12304,G-1216,2025-12-02,2025-12-29,2026-01-02,RT_OV,RC_RACK,CH_CORP,Wholesale,Checked-Out,1400,1,1,1
RES-12790,G-3625,2025-12-28,2025-12-29,2025-12-31,RT_SQ,RC_CORP,CH_DIR,Business,Cancelled,0,1,1,0
RES-13626,G-4525,2025-12-05,2025-12-29,2025-12-30,RT_SUI,RC_PROMO,CH_WALK,Transient,Checked-Out,315,1,2,0
RES-13677,G-2758,2025-12-11,2025-12-29,2025-12-30,RT_OV,RC_NONREF,CH_DIR,Transient,Checked-Out,297.5,1,1,1
RES-13819,G-2530,2025-11-08,2025-12-29,2026-01-01,RT_OV,RC_RACK,CH_GDS,Leisure,Checked-Out,1050,1,2,0
RES-14502,G-3015,2025-12-04,2025-12-29,2026-01-01,RT_SQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,315,1,2,1
RES-14579,G-2045,2025-12-29,2025-12-29,2025-12-30,RT_OV,RC_CORP,CH_DIR,Business,No-Show,0,1,2,0
RES-14735,G-1539,2025-12-26,2025-12-29,2025-12-30,RT_OV,RC_CORP,CH_CORP,Business,Cancelled,0,1,1,0
RES-14874,G-4270,2025-11-29,2025-12-29,2026-01-02,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,980,1,2,0
RES-15003,G-4212,2025-12-27,2025-12-29,2025-12-30,RT_OV,RC_CORP,CH_DIR,Business,Checked-Out,280,1,2,1
RES-15214,G-4240,2025-12-29,2025-12-29,2025-12-30,RT_DK,RC_CORP,CH_OTA,Business,Confirmed,200,1,1,1
RES-15916,G-1504,2025-11-25,2025-12-29,2026-01-04,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,1890,1,2,0
RES-15964,G-3382,2025-12-16,2025-12-29,2026-01-01,RT_SUI,RC_PROMO,CH_OTA,Transient,Checked-Out,945,1,1,1
RES-16779,G-3747,2025-10-14,2025-12-29,2026-01-02,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,700,1,1,0
RES-16817,G-3849,2025-12-27,2025-12-29,2025-12-30,RT_SUI,RC_CORP,CH_CORP,Business,Cancelled,0,1,1,0
RES-16914,G-1202,2025-12-21,2025-12-29,2025-12-31,RT_OV,RC_RACK,CH_DIR,Transient,Checked-Out,700,1,2,0
RES-17065,G-3091,2025-12-28,2025-12-29,2025-12-31,RT_OV,RC_CORP,CH_WALK,Business,Checked-Out,560,1,1,1
RES-17686,G-4182,2025-12-22,2025-12-29,2026-01-01,RT_OV,RC_AAA,CH_CORP,Group,Confirmed,945,1,1,1
RES-18327,G-2526,2025-12-26,2025-12-29,2025-12-31,RT_SUI,RC_RACK,CH_GDS,Business,Checked-Out,900,1,2,0
RES-18333,G-1145,2025-11-13,2025-12-29,2026-01-03,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,525,1,2,0
RES-18462,G-2855,2025-12-23,2025-12-29,2025-12-30,RT_DK,RC_RACK,CH_OTA,Business,Checked-Out,250,1,2,1
RES-18785,G-3365,2025-12-13,2025-12-29,2026-01-03,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,875,1,2,0
RES-19074,G-3121,2025-11-18,2025-12-29,2026-01-02,RT_SQ,RC_RACK,CH_CORP,Leisure,Checked-Out,600,1,1,1
RES-19500,G-2565,2025-10-11,2025-12-29,2026-01-04,RT_DK,RC_PROMO,CH_WALK,Leisure,Cancelled,0,1,1,0
RES-19614,G-2876,2025-12-11,2025-12-29,2026-01-02,RT_DK,RC_AAA,CH_WALK,Group,Checked-Out,900,1,1,1
RES-19618,G-2008,2025-10-30,2025-12-29,2026-01-04,RT_SUI,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-19749,G-3106,2025-11-20,2025-12-29,2026-01-04,RT_OV,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-19890,G-4875,2025-11-29,2025-12-29,2026-01-05,RT_SUI,RC_RACK,CH_CORP,Leisure,Checked-Out,3150,1,1,0
RES-10101,G-1876,2025-12-25,2025-12-28,2025-12-29,RT_SQ,RC_CORP,CH_CORP,Business,Checked-Out,120,1,2,1
RES-10252,G-1114,2025-11-19,2025-12-28,2026-01-02,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,875,1,1,1
RES-10382,G-2680,2025-12-23,2025-12-28,2025-12-29,RT_OV,RC_RACK,CH_WALK,Business,Checked-Out,350,1,2,1
RES-10396,G-3214,2025-11-07,2025-12-28,2026-01-03,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,630,1,1,0
RES-10680,G-1666,2025-12-27,2025-12-28,2025-12-29,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,200,1,2,0
RES-10951,G-1600,2025-12-28,2025-12-28,2025-12-30,RT_DK,RC_RACK,CH_WALK,Business,Cancelled,0,1,2,0
RES-11040,G-2955,2025-12-10,2025-12-28,2025-12-31,RT_OV,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,1,1
RES-11322,G-3768,2025-12-02,2025-12-28,2025-12-30,RT_OV,RC_NONREF,CH_CORP,Transient,Checked-Out,595,1,1,0
RES-11342,G-3657,2025-10-12,2025-12-28,2026-01-03,RT_SUI,RC_RACK,CH_WALK,Leisure,Checked-Out,2700,1,2,0
RES-11491,G-4993,2025-12-24,2025-12-28,2025-12-30,RT_OV,RC_CORP,CH_WALK,Business,Cancelled,0,1,1,0
RES-11691,G-3376,2025-12-25,2025-12-28,2025-12-30,RT_DK,RC_RACK,CH_OTA,Business,Checked-Out,500,1,1,0
RES-11754,G-4218,2025-12-04,2025-12-28,2025-12-30,RT_OV,RC_RACK,CH_CORP,Transient,Confirmed,700,1,1,0
RES-11851,G-4341,2025-12-03,2025-12-28,2025-12-29,RT_SUI,RC_RACK,CH_GDS,Group,Cancelled,0,1,1,0
RES-11865,G-4104,2025-12-21,2025-12-28,2026-01-01,RT_SQ,RC_RACK,CH_GDS,Transient,Checked-Out,600,1,2,0
RES-12035,G-1917,2025-12-09,2025-12-28,2026-01-01,RT_SQ,RC_AAA,CH_CORP,Group,Checked-Out,540,1,1,1
RES-12202,G-1380,2025-12-13,2025-12-28,2025-12-31,RT_SUI,RC_NONREF,CH_DIR,Wholesale,Checked-Out,1147.5,1,2,0
RES-12416,G-3190,2025-11-30,2025-12-28,2025-12-31,RT_SQ,RC_RACK,CH_CORP,Group,Checked-Out,450,1,2,1
RES-12491,G-1963,2025-11-28,2025-12-28,2026-01-03,RT_DK,RC_RACK,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-13055,G-2343,2025-10-12,2025-12-28,2026-01-01,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,980,1,1,0
RES-13117,G-3837,2025-12-23,2025-12-28,2025-12-29,RT_SQ,RC_NONREF,CH_DIR,Transient,Checked-Out,127.5,1,2,0
RES-13356,G-4471,2025-10-28,2025-12-28,2026-01-02,RT_SUI,RC_RACK,CH_OTA,Leisure,Checked-Out,2250,1,2,0
RES-13654,G-3413,2025-12-17,2025-12-28,2025-12-31,RT_SQ,RC_CORP,CH_DIR,Transient,Checked-Out,360,1,2,0
RES-13697,G-4548,2025-10-07,2025-12-28,2026-01-03,RT_DK,RC_RACK,CH_GDS,Leisure,Checked-Out,1500,1,2,0
RES-13712,G-3772,2025-12-22,2025-12-28,2025-12-30,RT_OV,RC_CORP,CH_GDS,Business,Cancelled,0,1,1,0
RES-13856,G-2460,2025-12-22,2025-12-28,2025-12-31,RT_DK,RC_NONREF,CH_CORP,Transient,Cancelled,0,1,2,0
RES-14453,G-4374,2025-11-11,2025-12-28,2025-12-31,RT_OV,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,2,0
RES-14531,G-3951,2025-10-11,2025-12-28,2026-01-02,RT_SUI,RC_RACK,CH_WALK,Leisure,Confirmed,2250,1,1,0
RES-14553,G-4384,2025-12-23,2025-12-28,2025-12-31,RT_SUI,RC_RACK,CH_GDS,Group,Checked-Out,1350,1,2,0
RES-14624,G-4722,2025-10-22,2025-12-28,2025-12-31,RT_OV,RC_RACK,CH_DIR,Leisure,Checked-Out,1050,1,1,0
RES-14762,G-3005,2025-12-06,2025-12-28,2025-12-31,RT_OV,RC_AAA,CH_OTA,Transient,Checked-Out,945,1,1,1
RES-14803,G-3792,2025-12-28,2025-12-28,2025-12-30,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,560,1,1,0
RES-14848,G-3459,2025-10-24,2025-12-28,2026-01-01,RT_SQ,RC_PROMO,CH_DIR,Leisure,Confirmed,420,1,1,0
RES-15055,G-4318,2025-12-24,2025-12-28,2025-12-29,RT_OV,RC_CORP,CH_OTA,Business,Checked-Out,280,1,2,0
RES-15315,G-3230,2025-10-31,2025-12-28,2026-01-03,RT_OV,RC_RACK,CH_DIR,Leisure,Checked-Out,2100,1,2,0
RES-15348,G-1992,2025-11-29,2025-12-28,2025-12-29,RT_DK,RC_NONREF,CH_OTA,Transient,Checked-Out,212.5,1,2,1
RES-15728,G-4666,2025-12-23,2025-12-28,2025-12-30,RT_OV,RC_CORP,CH_OTA,Business,Checked-Out,560,1,2,1
RES-15962,G-3380,2025-12-24,2025-12-28,2025-12-30,RT_SUI,RC_CORP,CH_OTA,Business,Checked-Out,720,1,2,0
RES-16117,G-1837,2025-12-24,2025-12-28,2025-12-29,RT_OV,RC_CORP,CH_OTA,Business,No-Show,0,1,1,0
RES-16223,G-2596,2025-10-29,2025-12-28,2026-01-01,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,420,1,1,1
RES-16279,G-2000,2025-11-16,2025-12-28,2026-01-04,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,735,1,1,0
RES-16443,G-2983,2025-12-11,2025-12-28,2025-12-31,RT_SQ,RC_NONREF,CH_CORP,Transient,Checked-Out,382.5,1,1,1
RES-16895,G-1470,2025-12-09,2025-12-28,2025-12-29,RT_SQ,RC_AAA,CH_GDS,Group,Confirmed,135,1,1,0
RES-17231,G-3686,2025-12-25,2025-12-28,2025-12-29,RT_SQ,RC_CORP,CH_OTA,Business,Cancelled,0,1,2,1
RES-17284,G-3689,2025-12-04,2025-12-28,2025-12-30,RT_DK,RC_AAA,CH_WALK,Transient,Checked-Out,450,1,1,1
RES-17953,G-4735,2025-11-15,2025-12-28,2026-01-03,RT_DK,RC_PROMO,CH_GDS,Leisure,Confirmed,1050,1,2,0
RES-18120,G-3030,2025-11-30,2025-12-28,2026-01-01,RT_DK,RC_CORP,CH_DIR,Wholesale,Checked-Out,800,1,2,1
RES-18266,G-4534,2025-12-13,2025-12-28,2025-12-31,RT_OV,RC_RACK,CH_OTA,Leisure,No-Show,0,1,2,0
RES-18701,G-4280,2025-12-25,2025-12-28,2025-12-29,RT_DK,RC_CORP,CH_OTA,Business,Cancelled,0,1,1,1
RES-18708,G-1339,2025-12-22,2025-12-28,2025-12-29,RT_SUI,RC_CORP,CH_DIR,Wholesale,Checked-Out,360,1,2,1
RES-18912,G-2972,2025-12-07,2025-12-28,2026-01-01,RT_SUI,RC_RACK,CH_OTA,Transient,Cancelled,0,1,2,1
RES-18968,G-4168,2025-12-26,2025-12-28,2025-12-30,RT_SUI,RC_RACK,CH_CORP,Business,Cancelled,0,1,2,1
RES-19043,G-4787,2025-12-28,2025-12-28,2025-12-29,RT_SQ,RC_CORP,CH_CORP,Business,Checked-Out,120,1,1,0
RES-19182,G-4701,2025-12-22,2025-12-28,2025-12-29,RT_SQ,RC_CORP,CH_CORP,Transient,Checked-Out,120,1,1,1
